movie,content,rating,time
秋日奏鸣曲,我宁愿将海莲娜看作是伊娃的潜意识。爱恨交织的极致是一种失语症，能用语言组织起来倾泻的总是带着伪装，伊娃借酒宣泄用言语逼迫母亲时，海莲娜剧烈痛苦地挣扎着，母亲请求原谅伊娃不发一言时海莲娜叫喊着妈妈，过来！母亲逃跑了，伊娃低落沮丧看似平静，海莲娜喘不过气濒临灭绝崩溃，最后喊出的是妈妈,allstar50,2016-12-02 11:16:19
秋日奏鸣曲,褒曼的角色是她自身真实的写照，亦是伯格曼的，这两位瑞典最富盛名并且拥有相同姓氏的伟大艺术家，都为了各自的事业给自己的家庭带来可怕的创伤与疏离，乌尔曼那时也与伯格曼劳燕分飞，由她扮演的女儿，对母亲的爱与恨，在我看来，兼是对伯格曼的。褒曼随罗西里尼浪迹天涯，在好莱坞沉浮多年后终于回到故乡的怀抱，这样一位瑞典巨星，居然是第一次出演瑞典电影，这与影片的“奏鸣曲”结构不谋而合，伯格曼曾说：“我们在年轻时，从父母身边逃开，而后一步步，再回到他们身边，在这一刻，我们长大了。”,allstar40,2008-05-01 15:02:26
秋日奏鸣曲,人需要一辈子来摆脱家庭带来的阴影,allstar40,2009-06-23 16:00:41
秋日奏鸣曲,如果有人真实地爱我 也许我有勇气正视自己,allstar50,2009-07-09 21:17:05
秋日奏鸣曲,人生最无法控制的两件事：自我的才华和出身，从婴儿诞生的那一刻起这二者就以命运的名义形塑着所有悲剧。而在亲情里，所有的解释、呼喊、疯狂、道歉，都是无用的。你的亲属关系，是你“天赋”的重要组成部分。,allstar40,2018-01-07 11:37:59
秋日奏鸣曲,这或许就是我喜欢伯格曼的原因——描述至亲的亲人间的相互折磨。这种折磨以爱的名义进行，将母亲的痛苦变成女儿的痛苦，母亲的失败变成女儿的失败。有时候觉得，家才是最孤单的地方，正是因为共度了最长的时光，才看不清彼此真正的模样。,allstar50,2013-08-23 10:16:33
秋日奏鸣曲,女兒看著母親彈肖邦，她盯著她的臉，那表情在我心上扎了一個又一個窟窿，血噗噗往外冒，真疼。,allstar50,2010-01-17 18:10:18
秋日奏鸣曲,乌曼和褒曼大飚演技不是重点。最温暖的色调，最黯淡的内心。台词简洁、尖锐、直达心灵深处。舞台剧式的独白、眼神与眼神的长镜头，伯格曼一定是痛楚和勇敢到了极点才能拍出这样的电影。不用说太多，一句看到人落泪，足够。,allstar50,2013-04-21 05:37:24
秋日奏鸣曲,我们永远都只能是一个人，即使是与最亲密的人在一起，也会感到痛苦和孤独。,allstar50,2016-08-05 19:29:05
秋日奏鸣曲,姐姐的呼喊（近乎咆哮的控诉）与妹妹的细语（语焉不详的呢喃），后者可视为前者精神上的分身以象征恋母的本性，而伊娃已然只剩下恨意和愤怒；母女的两副假面，母亲生气的时候微笑，叫恨的人“我最亲爱的”，叫厌烦的人“亲爱的小女孩”，以爱的名义施行毁灭，用玫瑰中伤所爱之人，女儿则是佯装快乐，“因为我恨那些属于自己的东西”，一如肖邦之音乐，不露声色的痛苦、短暂的解脱、解脱随即消失痛苦依然；依然是老伯克制冷静下暗流涌动的独幕剧式室内场面调度、振聋发聩且真诚内省得近乎内心独白的问询式台词、直接曝露人物情绪流溢的乃至显得狰狞扭曲面部大特写；尽管主题看似通俗浅白，但结合彼时戏外伯格曼、褒曼、乌曼的人生际遇来看，又添了许多别样的深意。,allstar50,2018-07-25 19:36:30
秋日奏鸣曲,#重看#所有最深的伤害都只会发生在最亲密的人之间，畅谈或忏悔过后，原谅不会发生，一切回到原点，冷漠继续冷漠，沟壑依然沟壑；大块橙色&红色与冰冷苍白的内心戏形成强烈对比，明暗光线&正反打，正面&背影；乌曼演技真好，不愧御用。,allstar50,2013-11-17 22:32:50
秋日奏鸣曲,票价伯曼展映@ GZ二刷，大银幕重复创伤体验，很爽。母亲和女儿本质是一体两面，海莲娜则是她们关系的具象体现｜看得PTSD严重爆发。“她从未爱过任何人。她不会爱。”我也不会。作为我的第3000个“看过”标记，这部片实在太疼了，看得我一直想死，想停止存在，所以无论如何都不能够用“喜欢”的心情来看待它。但是它反映出的苦痛我全部明白，全部明白。不能爱已是小事，如果生你的人使你生不如死呢？忍不住又看，忍不住又想：还好不是在影院看，因为要在寂静的黑暗中无声地哭非常累,allstar50,2018-12-25 18:48:34
秋日奏鸣曲,本片的艺术气质相当耀眼，从片名到结构，从故事到表演，从画面到台词，导演赋予了太多可资分析的样本。母亲噩梦惊醒后与酒醉女儿的对话，层次之递进关系，表演之精准程度，恍惚有种看心理惊悚片的错觉，揪心不已。,allstar50,2014-09-01 18:41:13
秋日奏鸣曲,伯格曼着实擅长探讨家庭关系中的疏离、误解、仇恨与虚伪，这回连母女关系中可能潜藏的自私、虚荣、傲慢与偏执亦被袒露于银幕之上。暖黄色调的室内陈设挡不住亲情中的刺骨冰冷。暮年的英格丽·褒曼和盛年的丽芙·乌曼飙戏，伯格曼式的特写与大特写一次次地揪出人的灵魂，攫住观者的心绪。整体还是比前作[呼喊与细语]更加具有舞台剧气调，尤其是以丈夫直面镜头自陈来引入（与收尾）故事的拍法（后景中是弹钢琴的妻子），以及一个个固定的镜头与多处门框式构图。（9.0/10）,allstar50,2019-05-08 09:33:59
秋日奏鸣曲,阿尔莫多瓦的高跟鞋，也是处理母女情感，比起伯格曼的细腻，就差太远了。,allstar50,2008-11-02 20:20:55
秋日奏鸣曲,1.爱不是与生俱来的能力，需要才是 2.习惯逃离和背叛的人，永远找不到自己的家 3.伯格曼曾说：“我们在年轻时，从父母身边逃开，而后一步步，再回到他们身边，在这一刻，我们长大了。”,allstar50,2013-11-13 21:34:14
秋日奏鸣曲,【中国电影资料馆展映】很惭愧，这是我看的第一部伯格曼作品。也很幸运，能在大银幕看到如此佳作。体会到了什么叫“飚戏”。银幕放大了演员一举一动一蹙眉的神情，也放大了色彩与气氛。让观众跟着揪心，回味震撼。每个人都深受家庭的影响。一滩平静的潭水下，激流涌动。完美的观影体验（尽在小西天~,allstar50,2015-12-25 22:59:22
秋日奏鸣曲,母亲在探望小女儿之前深呼了一口气，推开门扮演一个殷切母亲的角色。嘘寒问暖无微不至，仿佛只是去外地短暂演出归来。而这横跨了七年的鸿沟，如何消弭？母亲的角色扮演不了太久，她向来打发女儿自己去玩。人前多殷切，人后就多冷漠。她们就像钢琴上的黑白按键，最后才领悟，亲密关系乃世间最难的修行。,allstar30,2018-04-29 18:02:46
秋日奏鸣曲,8.7；你渴望母亲还是母爱？你想解决所有纠结还是只想争论？,allstar50,2009-05-19 20:11:49
秋日奏鸣曲,在瞬间中，爱是真实存在的。它是本能。但破碎的关系中，时间一旦展开，没学习过爱的人只得为了维持爱的假相，不停扮演，在投入与抽离间被彼此识破。跟信仰一样，只有完全的相信才有不恐惧的机会。可惜相信是单向的，只制造自我的体验，不等于爱。,,2018-04-20 00:20:40
秋日奏鸣曲,伯格曼的电影在这个年龄看，能理解得更深入。缺爱的童年经历烙印在世世代代，如诅咒般传袭。予之痛苦，彼之窃喜。揭露了母女关系中恶的一部分，权利、统治、冷漠，都不是爱，被嘲笑、被打击，被扭曲改造，女儿一次次被母亲伤到体无完肤，孤独到撕心裂肺。但我也能理解母亲，优秀的女性生育后事业与家庭难以两全，追求自我价值必将伤害下一代的感情，自我的失败渴望从下一代得以代偿。身为人母，从来不会让每个人都满意的。,allstar50,2022-11-03 12:25:30
秋日奏鸣曲,密集的对话，确是无声的控斥。越是亲近之人，越是饱有细腻与低沉的情感。从《婚姻生活》看过来，伯格曼不仅是伟大的导演，也是伟大的剧作家，他的对白像海浪一般阵阵袭来，充满力量，一种在细微情感中剥丝抽茧的，将之无限放大的力量。（这部电影很适合精神分析，童年创伤。另外，两位伟大的演员！）,allstar40,2017-02-12 13:10:07
秋日奏鸣曲,母女俩弹琴那场戏，伯格曼真是太懂音乐了~甚至惊鸿一瞥的舒曼都非常恰当地具有一种功能性，更别谈母亲教女儿弹肖邦前奏曲的段落了，完全意义上的授课，同时每一句话也双关了母女关系~更别提瑞典电影史上最伟大的两位女演员杰出的表演了~,allstar50,2018-06-21 22:00:30
秋日奏鸣曲,这一曲家庭的奏鸣曲从未和谐过，伯格曼真厉害。演员的表演也好，褒曼劲劲儿的，女儿唯唯。果然最后有反作用出现。。。,allstar50,2010-04-10 00:40:34
秋日奏鸣曲,本片Eva誠實殘忍，萬箭齊發，老媽Charlotte怎招架得住？　看完才發現老媽原來是Ingrid Bergman……　想記得Charlotte轉述Leonardo說的sense of reality。　假使八月每日一部柏格曼，不知精神該遭受何等摧殘。才連續第二天我就快受不了啦。柏格曼是有看到母女吵架就做筆記的習慣嗎？為什麼對母女關係瞭若指掌？我相信，母女之間就是這樣的競爭關係，不可能和諧。看完才又更認識到最近幾次老媽跟我吵完架那種吵不贏的感覺有該多挫敗。,allstar50,2018-08-04 18:12:35
秋日奏鸣曲,2015.12.25.中国电影资料馆,allstar50,2008-02-28 02:03:44
秋日奏鸣曲,【BAMPFA】2018.2.17.6pm 让全场观众屏息惊呼痛苦与沉默。这种一层层的剥开，淋漓尽致地还原与控诉，与其说展现了“父母皆祸害”、“家庭之不可能”，不如说展现了人（我/他）之不可能。最后寄出的信要如何理解，隔着距离观看的丈夫在这个母女故事中扮演着怎样的角色？,allstar50,2018-02-18 14:13:36
秋日奏鸣曲,头皮发麻。我们都认为自己是受害者，永远都在为自己辩护。,allstar50,2022-02-08 23:59:02
秋日奏鸣曲,和解之不可能。,allstar50,2012-12-08 14:55:55
秋日奏鸣曲,英格丽·褒曼也来了，那种美真有种与生俱来的穿透力。丽芙·乌曼当然也美，但始终愿为电影被自己撕扯得狰狞。她们二人与莱娜·尼曼，都有超强的演技，同台飚戏，几乎要到慑人地步。母女的疏离，对爱的渴求，是很常见的主题，但这一次，依然扎得惊心动魄。而构图、色彩、音乐、对白，都是一流。四星半,allstar50,2017-09-08 10:05:02
秋日奏鸣曲,#BJIFF#永远忘不了永远不原谅永远。,allstar50,2018-04-19 15:33:00
秋日奏鸣曲,母女关系的断裂只是表层，这部晚期的伯格曼像是对始终贯穿（目前已经看过的）伯格曼创作中的神性与世俗间撕扯的挣扎的浓缩。和《呼喊与细语》前后看真是不是巧合的巧合。母亲最大的胜利是不是看着女儿受苦？真是谁经历过谁知道。,allstar50,2017-10-21 11:11:39
秋日奏鸣曲,我最深爱的人，伤我总是最深，进退总无法选择。 伯格曼的细腻，看似温存平静，实则波涛汹涌。大量的近景脸部特写给了英格丽·褒曼和丽芙·乌曼很大的发挥空间，演绎简直天衣无缝！ 8.6,allstar50,2016-11-28 01:09:27
秋日奏鸣曲,“真实的我丝毫不会被爱和接受” “母亲和女儿，一切都有爱和关心做幌子” 不可接近的真实恨意，却作为“母女关系”而要共存。几个两人同框的脸部特写，感到不可逃离的逼仄。生而为你女儿，我很抱歉。生而为你母亲，我也很抱歉。,allstar50,2016-10-11 00:45:21
秋日奏鸣曲,伯格曼嗜好从每一种平静底下挖掘潜意识中的危机，往往指向身体、原生家庭和或失败的婚姻，这一技艺在这部电影显然已经臻至精简纯熟。但除开典型的手术刀叙事，我们惊喜于发现，附着于这样嶙峋结构的永远是殷红的精神血肉。红裙的女人突破生活，而双马尾的女人尝试去拥裹同一种，形成了内外僵持的强大张力，最终的结果是撕破生活本身。仅仅一个错身，就揭开了母女两人草草埋在记忆浅处的悲楚，因为她们是如此固守在意义标度的两端，以至于任何试图中和她们的努力只能创造痛苦。从这个角度看，错身而过的或许不只是两位影后，还有快乐伯格曼和痛苦不堪的观众我们。,allstar50,2019-12-01 12:13:38
秋日奏鸣曲,"独奏或两件乐器合奏的奏鸣曲，结构里也包含着回归。秋天的奏鸣曲，太灵魂的命名了，无论是镜头还是话语，总止于两人对话（合奏）的倾向，但终究还是一个人的自说自话。电影比话剧更锋利，伯格曼替观众做出了选择，你只能看到一个人，或者近在咫尺但差之千里的两个人。这才是最电影的独白。
从充斥着夏天和冬天的前作进入本片里的秋天，伯格曼的电影是否也进入了一个新的阶段？
影评安排中。",allstar50,2022-02-18 23:37:23
秋日奏鸣曲,"女儿的失败就是母亲的胜利吗
我的悲痛就是你暗自的快乐吗
你在情感上是个残废",allstar40,2019-12-16 19:56:45
秋日奏鸣曲,#2018北影节# 这就是伯格曼，每一场戏都像一个细胞，它们在有限的空间和时间中不断分裂，最终膨胀至爆裂，在简单的场景和人物关系里制造出巨大的戏剧张力。第一次看时是二十出头，尚不能完全理解片中的母女关系，此次重温，看到丽芙·乌曼歇斯底里地控诉对母亲的爱与恨时，潸然泪下。,allstar50,2018-04-20 12:18:03
秋日奏鸣曲,20150606@电博，伴随昨日卡萨布兰卡今日第一场美人计光艳照人的褒曼，这场扑面而来的反差也不能掩盖她的气质.重看犹如重读睿智深邃的哲人写的散文，一段钢琴一段大提琴来分段让整部影片也如同古典音乐的韵律。在爱的名义下却因此筑起的高墙终究有湍急的河流冲垮，孰是孰非不是涉事人着实也不便轻易下判,allstar50,2009-11-22 15:28:05
秋日奏鸣曲,我的第一部伯格曼。敢于如此直接滴挖掘并面对人与人关系的形成与毁坏，而且还描绘的丝丝入扣鞭鞭入骨，很赞！是爱还是只是一种需求，这是每个人应该搞懂的事情。除去日常寒暄，如果有其中一个只听不说，或是只说不听，那么两个人的关系无法维持，而这两个人如果是无法切断联系的亲人的话，就成了悲剧。,allstar50,2013-12-10 15:47:19
秋日和,三个老男人为亡友女儿介绍夫婿，道德面是为亡友分担家事，私欲面是为实现过往的投射，须知亡友之妻可是四个小伙伴的当年女神。此事未定又要为女神介绍夫婿，形而上理由是让女儿出嫁无顾虑，形而下肇因是决策时各怀鬼胎，迷局乱斗中终于促成亡友女儿的婚事。啊，这是多么高尚的一群人呀！【9】,allstar50,2013-12-26 11:58:12
秋日和,"用万峰老师的话说：『这三位老男人，你们心思又活络了是吗？』。用歌词概括为：”越慌越想越慌，越想越骚越痒“。小津更精简，一个""痒“字直接概括。",allstar40,2013-06-24 01:17:44
秋日和,其实原节子年长司叶子14岁而已。冈田茉莉子就是人证里的母亲。五星给女人们。,allstar50,2010-08-31 18:48:42
秋日和,SIFF@影城；连看两场如观电视剧，那些御用的面孔和场所让观众们发出善意笑声，4小时丝毫不闷，他的确是一辈子在做豆腐；在那些永恒不变的光景里，体会到真正的「无」，你能看穿这种平静超脱，但你不会绝望不会放弃；原节子已老，但寂寞哀愁的微笑也如此动人，司叶子与冈田茉莉子两种美人的典型。,allstar50,2013-06-16 09:47:09
秋日和,母女之间的情感总是更加微妙和细腻；真没见过这么替别人女儿操心的老中年男人；这次的嫁女儿似乎也没有什么特别突出的地方，最多就是差点连母亲也嫁出去了，可惜没有。,allstar30,2013-12-15 17:54:15
秋日和,至此小津安二郎已经荣升为我最讨厌的导演之一，一天天的不知道到底还有多少个性冷淡的孝顺女儿要嫁，看着电影里所有人物那种欠抽的假笑模样就想吐，他塑造的荧幕世界总是能完美地勾起我想要灭世的冲动。 @2021-04-26 20:50:44,allstar10,2021-10-12 13:16:18
秋日和,呃所以小津最喜欢的矛盾就是“丧偶家庭的女儿到底该留在家里给爸妈养老还是该嫁出去” 是么……日本社会真是奇怪啊＝＝,allstar40,2015-12-17 10:31:19
秋日和,#SIFF2013# 一连看到第四部嫁女儿故事，看得人完全恍惚了——一样的面孔在同样的场景里演着不同的角色。突然想到，要是把小津的这些嫁女片连在一起看，岂不就是一部十几小时的洪尚秀了呢⋯⋯,allstar40,2013-06-20 00:33:33
秋日和,看小津头一次看出了不耐烦的感受，三个老男人对于怎么把母女俩嫁出去的种种谋划，实在太长了…我是真讨厌婚嫁话题，也讨厌中年男子指点江山的样子。母女吃饭逛街、百合子质问三老男，这两段是真的有意思。妈妈秋子从头到尾露着16颗牙假笑，在结尾女儿结婚离去后，独处的妈妈脸上的笑终于垮了下去，眼里有了泪花。那一刻，她是不是做回了自己？,allstar30,2021-05-22 23:21:46
秋日和,三个男人并排坐，两个悠悠玩烟斗，一个焦急加兴奋，捶腰如厕空欢喜。本片较之另外几部嫁女影片，诸多细节都有难得的调侃和幽默，但新娘盛妆之下的泫然欲泣，却也从不省略。,allstar40,2011-09-17 01:47:08
秋日和,小津的形式美，所谓“无可挑剔”之作。翻拍/改编自《晚春》，虽然不再sentimental，但悲凉远甚原作，母女关系毕竟比父女关系煽情。看到多部小津电影中的桥段、情节和常用手法，司叶子不及《小早川家之秋》那般光彩夺目，而小津本人的位置似乎正是那个去世的丈夫，笠智众的兄长……,allstar40,2010-08-17 03:42:21
秋日和,小津的彩色嫁女通版出现过两次选角“意外”：杉村春子在秋刀鱼扮女儿；原节子在秋日和演母亲；寡母/独女合住的公寓，完全照搬秋刀鱼中儿子媳妇的那种，而亡夫的三位老同学却全都是传统的独门独院，有的更是配了佣人。小津在以此暗示，“没有男人的生活比较辛苦”；文子谢绝提亲但在意外见面之后反对藤庄心生好感，小津通常会把偶遇地点设在大公司办公室。或许是表达：工作与爱情并不对立？另个重要角色标配，偏好喝酒做媒和以闷骚笑话打趣女店主的老男人们，这次有了更深的主线介入机会，魅力寡妇使暗恋的他们产生了更多遐想，并引出通片最讽妙的一道叙事元素——烟斗。“你们不是痒了吗？用它挠挠吧！”,allstar40,2010-07-01 15:02:18
秋日和,太激进的美学家，甚至大于希区柯克。强迫人物框入蒙德里安式的线条中（或许因为几何图形的被取消所以近景正反打都是浅景深）。对于小津来说，强调秩序感像呼吸般重要，视觉上却规整到几乎窒息，时间只在下一个镜头到来时才会继续流动，他可能是最德勒兹式的作者。动与不动，刀锋上的两面。一个猜想，他想要做的正如波德莱尔语：从瞬间抽出永恒。,allstar30,2021-06-05 05:06:15
秋日和,电影跟美食一样不能恶补，都需要精嚼慢咽细细品味，经不住不停的胡吃海塞，连续两天看五部小津的电影也是一样。为了好好看本次小津影展最后一部压轴之作《秋刀鱼之味》，忍痛在《秋日和》中途临阵脱逃。日后一定细细补上慢慢品味小津调制的生活情趣和感动之美。,allstar40,2013-12-22 22:00:47
秋日和,时光飞逝。女儿嫁了一拨又一拨，原节子从被嫁的少女熬成了为女儿愁嫁的单身母亲。小津守着那么一些标致的女子竟然独身，怎么想的。,allstar50,2014-03-01 00:57:18
秋日和,小津安二郎的倒数第三部作品。1.[晚春][秋刀鱼之味]均聚焦鳏夫嫁女，本片则探讨寡妇嫁女问题，整体走向同质于[晚春]，部分场景似[彼岸花]变奏。2.“永远的女儿”原节子竟而饰演母亲，而“永远的父亲”笠智众在父权缺位或疲弱可笑的本片中也只是打酱油（一同客串的还有演接待小姐的岩下志麻）。3.小津的彩色片魅力确乎胜过黑白片，不需关注千篇一律的剧情，仅看灵妙雅致的色彩即赞不绝口，最是那一点红与绿，而首尾摇曳在木色墙壁上的光线，恍若水波荡漾，让人沉醉其中。4.除了标配的低机位、越轴剪辑与转场空镜，小津拍近景或特写几乎全用浅景深镜头，虚化的背景中也常有迷人的彩物点缀。5.后方斜45度低机位拍倚着栏杆的两人，真是小津钟爱的角度，想及[东京物语]。6.诙谐风趣契如[早安]。7.冈田茉莉子好美，与成濑[浮云]中判若两人。（8.5/10）,allstar40,2020-08-27 13:00:19
秋日和,恭喜小津又嫁掉一个女儿，这次是“国际章”，有没有。哎，你少嫁几次我就给你全五星了。,allstar40,2011-05-13 14:23:06
秋日和,#BFIPlayer 长评-爹爹爹。这么牛逼的意淫片我是没见过的，嫁女儿…嫁女儿，老了嫁女儿，守灵要聊嫁女儿，亲爹走了还会多了三个爹帮忙嫁女儿（还有这些爹的操作也非常“高情商”，一顿迷之意淫看的我需要洗眼睛…之后一顿迷之操作让母女误会毫无边界感，最后被堵到道歉都有种我是你亲爹的感觉，一边讨论做爹真难一边儿开心做爹），还甚至连女儿的母亲也一起嫁（娶）了（没娶到还要表示备受折磨），最后有种女性都爹起来一起聊嫁女儿的感觉，这种片子创作背景是啥？这些爹的视角是如此纯粹远无法达到批判的程度，嘴里喊着为了“女儿”的幸福呀！我们成功了！还有完美的女人，纯洁的女儿，唉，台词就听着让人难受。视觉上标志性低位仰拍固定镜头，构图也非常精致，不过感觉正面的中近景直视镜头的正反打镜头太多，看得疲惫。配乐整体偏俏皮。,allstar10,2023-09-24 09:10:05
秋日和,母女版晚春,allstar40,2013-06-20 11:07:05
秋日和,"獏——日本有一种雅气的风韵，非常可爱。
张爱玲——对于我，倒不是完全因为他们的雅气。因为我是中国人，喜欢那种古中国的厚道含蓄。他们有一种含蓄的空气",allstar40,2013-04-30 01:46:46
秋日和,小津后期电影里最美妙、最令人震惊的变体之一，可以看到一个影史级大师是如何与同一个题材嬉戏，甚至把同一件事情翻出另一个次元的花儿来。侯麦《秋天的故事》一定借鉴了这部，但与之相比仍然只能算是一个低配版。小津对女性的呈现是绝不落父权之窠臼的，可以从中看到日本传统的瓦解，但他对此并不感伤怀旧，反而乐于接受女性主体性的生成（男人不仅处于弱势，且罕见地道歉了）。原节子（与女儿及亡夫）住在单元房里，其经济水平和阶级地位无疑是相对较低的，却也希望且最终支配着自身命运，这也是座位酒肆老板娘养女的冈田茉莉子在结尾去看望原节子，某种意义上能够成为其另一个“女儿”的最底层原因。视线把戏精妙绝伦。完美动人的超满分杰作！,allstar50,2021-05-22 21:40:44
秋日和,无论什么国度民族、男女老少，都逃不过要儿女婚嫁、结婚成家唉。没有人能逃出去，逃出去的也只是异数和少数。哪怕最后只剩空荡荡的床榻和楼道，还是逃不过嫁女这条路。ps：电影里的男的在一起聊天都好无趣，女的在一起哪怕吵架都是生动。,allstar40,2022-07-25 15:36:01
秋日和,秋三部里面，最喜欢的却是这部。原节子、司叶子和一众男将，因为反复出现之故，各自性格还是符合演员外在。茉莉子很有亮点，总是担任矛盾激发的角色；原节子剧末的惆怅戏码，是能够打上五星的原因。相较前段的沉闷，后段情节冲突明显。楼顶、登山、双层宿屋三组镜头的漂亮，调和了平淡生活演进的流程。,allstar50,2011-05-30 02:46:28
秋日和,真没见过这么克制的。思考空间很大,allstar40,2008-02-18 00:09:47
秋日和,8.0/8.3 当原节子说：寂寞也是没有办法的啊，我会努力忍受”。寂寞在这个时刻变成了一种高贵的坚持，不仅仅是对一种传统，而是对那种真实存在过的欢乐。,allstar50,2009-06-29 08:20:09
秋日和,细腻温暖，伤怀却不伤心。等我老了会不会也和几个老友喝喝小酒，静静的回忆或调侃生活呢？,allstar40,2010-12-15 08:51:50
秋日和,让我无聊到在那数演员眼中的灯泡=-=~。。。真心跟摆着架子只拍自己心目中“真实”的小津不合。。。。,,2014-05-24 23:18:38
秋日和,刚看过《秋刀鱼》，再看这部，有点审美疲劳。,allstar30,2011-05-22 22:38:17
